GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb264470	Heat shock protein 90-6 mitochondrial	"HEAT SHOCK PROTEIN 90-6, MITOCHONDRIAL (PTHR11528:SF41)"	Hsp90 family chaperone(PC00028)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)	protein folding(GO:0006457);cellular response to heat(GO:0034605);protein stabilization(GO:0050821)	cytoplasm(GO:0005737);cytosol(GO:0005829);plasma membrane(GO:0005886);protein-containing complex(GO:0032991);perinuclear region of cytoplasm(GO:0048471)
Zm00001eb431500	Anthocyanidin reductase	ANTHOCYANIDIN REDUCTASE (PTHR10366:SF665)	dehydratase(PC00091)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"		
Zm00001eb058300	Protein SNOWY COTYLEDON 3	EXPRESSED PROTEIN (PTHR31807:SF43)		microtubule binding(GO:0008017)	spindle assembly(GO:0051225)	cytoplasm(GO:0005737);nuclear microtubule(GO:0005880)
Zm00001eb293400	Uncharacterized protein			structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)
Zm00001eb072660	FLZ-type domain-containing protein			metal ion binding(GO:0046872)		
Zm00001eb044470	Acetyltransferase	ACYL-COA N-ACYLTRANSFERASES (NAT) SUPERFAMILY PROTEIN (PTHR47542:SF2)	acyltransferase(PC00042)	"transferase activity(GO:0016740);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb395440	RING-type E3 ubiquitin transferase	RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR15710:SF23)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	cytoplasm(GO:0005737)
Zm00001eb361040	Myb-related protein Hv33	OS01G0702700 PROTEIN (PTHR47997:SF1)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb146450	RecA family profile 1 domain-containing protein	DNA REPAIR PROTEIN XRCC2 (PTHR46644:SF2)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);ATP binding(GO:0005524);ATP-dependent DNA damage sensor activity(GO:0140664)	double-strand break repair via homologous recombination(GO:0000724);DNA repair(GO:0006281)	replication fork(GO:0005657);Rad51B-Rad51C-Rad51D-XRCC2 complex(GO:0033063)
Zm00001eb375390	Fanconi-associated nuclease	FANCONI-ASSOCIATED NUCLEASE 1 (PTHR15749:SF4)		"nucleic acid binding(GO:0003676);DNA binding(GO:0003677);nuclease activity(GO:0004518);phosphodiesterase I activity(GO:0004528);zinc ion binding(GO:0008270);5'-3' exonuclease activity(GO:0008409);hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788);hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(GO:0016818);5'-flap endonuclease activity(GO:0017108);metal ion binding(GO:0046872);flap-structured DNA binding(GO:0070336)"	DNA repair(GO:0006281);DNA damage response(GO:0006974);interstrand cross-link repair(GO:0036297)	nucleus(GO:0005634)
Zm00001eb393100	Protein kinase domain-containing protein	OS01G0607900 PROTEIN (PTHR48010:SF55)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		membrane(GO:0016020)
Zm00001eb082800	Uncharacterized protein					
Zm00001eb373190	EF hand family protein	CALCIUM-BINDING EF-HAND FAMILY PROTEIN (PTHR10891:SF972)	calmodulin-related(PC00061)	calcium ion binding(GO:0005509)		
Zm00001eb071040	cinnamyl-alcohol dehydrogenase	CINNAMYL ALCOHOL DEHYDROGENASE 7 (PTHR42683:SF77)	oxidoreductase(PC00176)	"zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);cinnamyl-alcohol dehydrogenase activity(GO:0045551);metal ion binding(GO:0046872)"	lignin biosynthetic process(GO:0009809)	
Zm00001eb372550	Membrane-anchored ubiquitin-fold protein	MEMBRANE-ANCHORED UBIQUITIN-FOLD PROTEIN 2 (PTHR13169:SF9)	ubiquitin-protein ligase(PC00234)			plasma membrane(GO:0005886)
Zm00001eb256770	Uncharacterized protein	METAL-NICOTIANAMINE TRANSPORTER YSL13-RELATED (PTHR31645:SF6)	transporter(PC00227)	oligopeptide transmembrane transporter activity(GO:0035673)	oligopeptide transmembrane transport(GO:0035672)	membrane(GO:0016020)
Zm00001eb255320	Adenosine 5'-phosphosulfate reductase 4	5'-ADENYLYLSULFATE REDUCTASE-LIKE 4-RELATED (PTHR46854:SF1)	reductase(PC00198)			membrane(GO:0016020)
Zm00001eb251610	60S ribosomal protein L12	LARGE RIBOSOMAL SUBUNIT PROTEIN UL11 (PTHR11661:SF2)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735);large ribosomal subunit rRNA binding(GO:0070180)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)
Zm00001eb239500	Uncharacterized protein	OS02G0229800 PROTEIN (PTHR33265:SF57)				
Zm00001eb257890	non-specific serine_threonine protein kinase	PHOSPHOINOSITIDE 3-KINASE REGULATORY SUBUNIT 4 (PTHR17583:SF0)	kinase modulator(PC00140)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	pexophagy(GO:0000425);protein targeting to vacuole(GO:0006623);macroautophagy(GO:0016236);late endosome to vacuole transport(GO:0045324)	"late endosome(GO:0005770);phosphatidylinositol 3-kinase complex, class III, type I(GO:0034271);phosphatidylinositol 3-kinase complex, class III, type II(GO:0034272);nucleus-vacuole junction(GO:0071561)"
Zm00001eb102180	RNA-binding KH domain-containing protein	HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN K (PTHR10288:SF340)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	RNA processing(GO:0006396)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb030420	Calcium-transporting ATPase	"CALCIUM-TRANSPORTING ATPASE 10, PLASMA MEMBRANE-TYPE (PTHR24093:SF531)"	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);calmodulin binding(GO:0005516);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium ion transmembrane transport(GO:0070588)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb071550	Calcium-transporting ATPase	CALCIUM-TRANSPORTING ATPASE (PTHR24093:SF369)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);calmodulin binding(GO:0005516);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium ion transmembrane transport(GO:0070588)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb332180	S-adenosylmethionine synthetase N-terminal domain-containing protein			methionine adenosyltransferase activity(GO:0004478);ATP binding(GO:0005524);metal ion binding(GO:0046872)	S-adenosylmethionine biosynthetic process(GO:0006556)	
Zm00001eb298670	LRR receptor-like serine_threonine-protein kinase RPK2	OS12G0145900 PROTEIN (PTHR27000:SF641)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)	plasma membrane(GO:0005886)
Zm00001eb128220	Protein brittle-1	"ENVELOPE ADP,ATP CARRIER PROTEIN, CHLOROPLASTIC-RELATED (PTHR24089:SF676)"	mitochondrial carrier protein(PC00158)	ATP transmembrane transporter activity(GO:0005347)	organic anion transport(GO:0015711);organophosphate ester transport(GO:0015748);ATP transport(GO:0015867);transmembrane transport(GO:0055085)	chloroplast envelope(GO:0009941);membrane(GO:0016020);thylakoid membrane(GO:0042651)
Zm00001eb374130	Anaphase-promoting complex subunit 4				anaphase-promoting complex-dependent catabolic process(GO:0031145);cell division(GO:0051301)	anaphase-promoting complex(GO:0005680)
Zm00001eb257020	Uncharacterized protein					
Zm00001eb220110	Cytochrome b5	CYTOCHROME B5 (PTHR19359:SF144)	oxidoreductase(PC00176)	heme binding(GO:0020037);metal ion binding(GO:0046872)		membrane(GO:0016020)
Zm00001eb074140	Flowering locus D	PROTEIN FLOWERING LOCUS D (PTHR10742:SF260)	oxidase(PC00175)	oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)	chromatin organization(GO:0006325)	
Zm00001eb083020	O-GlcNAc transferase C-terminal domain-containing protein			transferase activity(GO:0016740)		
Zm00001eb084840	Enolase C-terminal domain-containing protein			metal ion binding(GO:0046872)		
Zm00001eb156300	Zinc finger protein-related	"AND RING FINGER DOMAIN PROTEIN, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G08900)-RELATED (PTHR21319:SF0)"	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);intracellular iron ion homeostasis(GO:0006879);protein ubiquitination(GO:0016567)	nucleus(GO:0005634)
Zm00001eb371930	DUF679 domain membrane protein 7	OS01G0389200 PROTEIN (PTHR31621:SF67)			endomembrane system organization(GO:0010256)	cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb135420	rRNA biogenesis protein RRP36	COATOMER SUBUNIT EPSILON (PTHR10805:SF0)	vesicle coat protein(PC00235)	structural molecule activity(GO:0005198)	"endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)"	Golgi membrane(GO:0000139);COPI vesicle coat(GO:0030126);COPI-coated vesicle membrane(GO:0030663);cytoplasmic vesicle(GO:0031410)
Zm00001eb414250	BZIP domain-containing protein	OS05G0126200 PROTEIN (PTHR36767:SF1)				
Zm00001eb411430	Beta-glucosidase3	"4-HYDROXY-7-METHOXY-3-OXO-3,4-DIHYDRO-2H-1,4-BENZOXAZIN-2-YL GLUCOSIDE BETA-D-GLUCOSIDASE 1, CHLOROPLASTIC (PTHR10353:SF326)"	glycosidase(PC00110)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);DIMBOA glucoside beta-D-glucosidase activity(GO:0102726)"	carbohydrate metabolic process(GO:0005975)	chloroplast(GO:0009507)
Zm00001eb095570	Uncharacterized protein	DIHYDRONEOPTERIN ALDOLASE_EPIMERASE DOMAIN-CONTAINING PROTEIN (PTHR34395:SF5)				
Zm00001eb334140	Nodulin-related protein 1	NODULIN-RELATED PROTEIN 2 (PTHR35098:SF1)			response to heat(GO:0009408);regulation of abscisic acid biosynthetic process(GO:0010115)	
Zm00001eb433210	Uncharacterized protein					
Zm00001eb114610	Beta-carotene isomerase D27 chloroplastic	"BETA-CAROTENE ISOMERASE D27, CHLOROPLASTIC (PTHR33591:SF1)"	isomerase(PC00135)	iron ion binding(GO:0005506);isomerase activity(GO:0016853)		
Zm00001eb090480	Uncharacterized protein	ACIDIC LEUCINE-RICH NUCLEAR PHOSPHOPROTEIN 32 FAMILY B PROTEIN (PTHR36760:SF1)				
Zm00001eb122270	Embryo defective 2410	"PROTEIN TIC236, CHLOROPLASTIC (PTHR34457:SF3)"			protein secretion(GO:0009306);amyloplast organization(GO:0009660)	plasma membrane(GO:0005886);amyloplast(GO:0009501);chloroplast inner membrane(GO:0009706);membrane(GO:0016020)
Zm00001eb305680	DNAJ heat shock N-terminal domain-containing protein	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR45089:SF49)				endoplasmic reticulum(GO:0005783)
Zm00001eb431760	BZIP domain-containing protein	TRANSCRIPTION FACTOR TGA10 (PTHR45693:SF13)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb078630	Uncharacterized protein					
Zm00001eb307410	CXIP4	PROTEIN SREK1IP1 (PTHR31437:SF1)		nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		
Zm00001eb216550	Steroid 5-alpha reductase C-terminal domain-containing protein	3-OXO-5-ALPHA-STEROID 4-DEHYDROGENASE (DUF1295) (PTHR32251:SF15)	dehydrogenase(PC00092)			
Zm00001eb197990	Retinoblastoma-related protein 2	RETINOBLASTOMA-RELATED PROTEIN 2 (PTHR13742:SF22)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977)	regulation of transcription by RNA polymerase II(GO:0006357);cell differentiation(GO:0030154);regulation of DNA endoreduplication(GO:0032875);regulation of cell cycle(GO:0051726);negative regulation of G1/S transition of mitotic cell cycle(GO:2000134)	chromatin(GO:0000785);nucleus(GO:0005634);transcription regulator complex(GO:0005667)
Zm00001eb328240	Pentatricopeptide repeat-containing protein mitochondrial	OS08G0494350 PROTEIN (PTHR47928:SF74)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
Zm00001eb061760	40S ribosomal protein S2-1	40S RIBOSOMAL PROTEIN S2 (PTHR13718:SF4)	ribosomal protein(PC00202)	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
Zm00001eb202330	Uncharacterized protein					
Zm00001eb140880	Germin-like protein subfamily 2 member 1	GERMIN-LIKE PROTEIN 3-2-RELATED (PTHR31238:SF28)		manganese ion binding(GO:0030145);metal ion binding(GO:0046872)	plasmodesmata-mediated intercellular transport(GO:0010497);regulation of root development(GO:2000280)	plasmodesma(GO:0009506);apoplast(GO:0048046)
Zm00001eb169200	Auxin-responsive protein	AUXIN-RESPONSIVE PROTEIN IAA27 (PTHR31734:SF35)			regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734)	nucleus(GO:0005634)
Zm00001eb332840	Uncharacterized protein					
Zm00001eb101960	MLO-like protein	MLO-LIKE PROTEIN 4 (PTHR31942:SF9)		catalytic activity(GO:0003824);calmodulin binding(GO:0005516);phosphoenolpyruvate carboxylase activity(GO:0008964);kinase activity(GO:0016301)	tricarboxylic acid cycle(GO:0006099);defense response(GO:0006952);carbon fixation(GO:0015977);photosynthesis(GO:0015979)	membrane(GO:0016020)
Zm00001eb202260	BZIP transcription factor	OS11G0160500 PROTEIN (PTHR13690:SF160)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb111680	ETHYLENE INSENSITIVE 3-like 2 protein	PROTEIN ETHYLENE-INSENSITIVE 3-LIKE 2 (PTHR33305:SF32)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)	nucleus(GO:0005634)
Zm00001eb218260	Uncharacterized protein					
Zm00001eb186530	Acetylglutamate kinase chloroplastic	N-ACETYL GLUTAMATE KINASE 2 (PTHR23342:SF19)		nucleotide binding(GO:0000166);acetylglutamate kinase activity(GO:0003991);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	L-arginine biosynthetic process(GO:0006526);amino acid biosynthetic process(GO:0008652)	cytoplasm(GO:0005737)
Zm00001eb323150	Uncharacterized protein	OS07G0530700 PROTEIN (PTHR34064:SF6)				
Zm00001eb418760	UMP-CMP kinase	UMP-CMP KINASE 2-RELATED (PTHR23359:SF246)	nucleotide kinase(PC00172)	"nucleotide binding(GO:0000166);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);phosphotransferase activity, phosphate group as acceptor(GO:0016776);nucleobase-containing compound kinase activity(GO:0019205);UMP kinase activity(GO:0033862)"	nucleobase-containing compound metabolic process(GO:0006139);'de novo' pyrimidine nucleobase biosynthetic process(GO:0006207);pyrimidine nucleotide biosynthetic process(GO:0006221);UDP biosynthetic process(GO:0006225);nucleoside monophosphate metabolic process(GO:0009123);nucleotide biosynthetic process(GO:0009165);CDP biosynthetic process(GO:0046705);nucleoside monophosphate phosphorylation(GO:0046940);pyrimidine-containing compound biosynthetic process(GO:0072528)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb158020	protein-serine_threonine phosphatase	"ALPHABET, ISOFORM E (PTHR47992:SF63)"	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);cation binding(GO:0043169);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb247800	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27000:SF711)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
Zm00001eb001660	Myb_SANT-like domain-containing protein	OS09G0122200 PROTEIN (PTHR47072:SF1)				
Zm00001eb292060	Secretory carrier-associated membrane protein	SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 3 (PTHR10687:SF47)	transfer/carrier protein(PC00219)		protein transport(GO:0015031)	plasma membrane(GO:0005886);membrane(GO:0016020);transport vesicle membrane(GO:0030658);cytoplasmic vesicle(GO:0031410);trans-Golgi network membrane(GO:0032588);recycling endosome membrane(GO:0055038)
Zm00001eb252620	RNA-binding (RRM_RBD_RNP motifs) family protein	PROTEIN BOULE (PTHR11176:SF57)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb326620	Protein kinase domain-containing protein	PROTEIN IMPAIRED IN BABA-INDUCED STERILITY 1 (PTHR24056:SF228)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	positive regulation of transcription elongation by RNA polymerase II(GO:0032968)	cyclin-dependent protein kinase holoenzyme complex(GO:0000307);nucleus(GO:0005634)
