GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb431130	Serine_threonine-protein kinase receptor	COLD-RESPONSIVE PROTEIN KINASE 1 (PTHR47973:SF51)	transmembrane signal receptor(PC00197)			
Zm00001eb287170	Protein kinase domain-containing protein			nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		
Zm00001eb151640	Uncharacterized protein	EXPRESSED PROTEIN (PTHR36737:SF1)				
Zm00001eb356960	Uncharacterized protein	OS01G0570601 PROTEIN (PTHR36801:SF2)				
Zm00001eb357040	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 16 (PTHR47992:SF19)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);cation binding(GO:0043169);metal ion binding(GO:0046872)	abscisic acid-activated signaling pathway(GO:0009738);regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb060570	Uncharacterized protein					
Zm00001eb068760	3-oxoacyl-[acyl-carrier-protein] synthase III chloroplastic	"BETA-KETOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III, CHLOROPLASTIC (PTHR43091:SF1)"	acetyltransferase(PC00038)	"3-oxoacyl-[acyl-carrier-protein] synthase activity(GO:0004315);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);beta-ketoacyl-acyl-carrier-protein synthase III activity(GO:0033818)"	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);fatty acid elongation(GO:0030497)	
Zm00001eb411200	Adenine DNA glycosylase	ADENINE DNA GLYCOSYLASE (PTHR42944:SF1)	DNA glycosylase(PC00010)	"purine-specific mismatch base pair DNA N-glycosylase activity(GO:0000701);catalytic activity(GO:0003824);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);oxidized purine DNA binding(GO:0032357);8-oxo-7,8-dihydroguanine DNA N-glycosylase activity(GO:0034039);adenine/guanine mispair binding(GO:0035485);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539);catalytic activity, acting on DNA(GO:0140097)"	DNA repair(GO:0006281);base-excision repair(GO:0006284);mismatch repair(GO:0006298);DNA damage response(GO:0006974)	nucleus(GO:0005634)
Zm00001eb084640	Uncharacterized protein					
Zm00001eb202220	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE WNK6-RELATED (PTHR13902:SF173)	non-receptor serine/threonine protein kinase(PC00167)			
Zm00001eb287040	Inositol polyphosphate multikinase	INOSITOL POLYPHOSPHATE MULTIKINASE (PTHR12400:SF51)	kinase(PC00137)	"nucleotide binding(GO:0000166);ATP binding(GO:0005524);inositol-1,4,5-trisphosphate 3-kinase activity(GO:0008440);kinase activity(GO:0016301);transferase activity(GO:0016740);inositol tetrakisphosphate kinase activity(GO:0051765)"	inositol phosphate biosynthetic process(GO:0032958)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb177600	C2H2-type domain-containing protein	C2H2-TYPE DOMAIN-CONTAINING PROTEIN (PTHR45730:SF78)		zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	negative regulation of abscisic acid-activated signaling pathway(GO:0009788)	nucleus(GO:0005634)
Zm00001eb028190	Pentatricopeptide repeat (PPR) superfamily protein	PENTATRICOPEPTIDE REPEAT (PPR) SUPERFAMILY PROTEIN (PTHR37381:SF1)				
Zm00001eb060690	Uncharacterized protein					
Zm00001eb162720	F-box domain-containing protein					
Zm00001eb408150	Secreted protein					
Zm00001eb214630	LRR receptor-like serine_threonine-protein kinase RPK2	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE RPK2 (PTHR27000:SF584)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)	plasma membrane(GO:0005886)
Zm00001eb214510	OsWRKY4 family protein	"NMDA RECEPTOR SUBUNIT EPSILON-1, PUTATIVE (DUF3598)-RELATED (PTHR33404:SF3)"			chloroplast fission(GO:0010020)	
Zm00001eb204900	NAD(P)-binding Rossmann-fold superfamily protein	NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN (PTHR13194:SF19)		unfolded protein binding(GO:0051082)	NADH dehydrogenase complex assembly(GO:0010257)	
Zm00001eb287030	Actin-interacting protein 1-2					
Zm00001eb177820	Uncharacterized protein	OS08G0270800 PROTEIN (PTHR34807:SF3)				
Zm00001eb178410	Protein kinase domain-containing protein	OS01G0607900 PROTEIN (PTHR48010:SF55)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		membrane(GO:0016020)
Zm00001eb214870	Glycosyl hydrolase family protein	"GLYCOSYL HYDROLASE FAMILY 3 N TERMINAL DOMAIN CONTAINING PROTEIN, EXPRESSED (PTHR30620:SF83)"	glucosidase(PC00108)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	carbohydrate metabolic process(GO:0005975);glucan catabolic process(GO:0009251)	
Zm00001eb177910	Uncharacterized protein					
Zm00001eb392680	Putative inactive heme oxygenase 2 chloroplastic	"INACTIVE HEME OXYGENASE 2, CHLOROPLASTIC-RELATED (PTHR35703:SF1)"	oxygenase(PC00177)	heme oxygenase (decyclizing) activity(GO:0004392)	heme oxidation(GO:0006788);photosynthesis(GO:0015979)	chloroplast(GO:0009507)
Zm00001eb397970	Putative O-Glycosyl hydrolase superfamily protein	OS01G0941500 PROTEIN (PTHR32227:SF453)	glucosidase(PC00108)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973)"	carbohydrate metabolic process(GO:0005975)	
Zm00001eb357070	1-aminocyclopropane-1-carboxylate oxidase 1	OS08G0426200 PROTEIN (PTHR47991:SF81)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)		
Zm00001eb151000	Uncharacterized protein	OS05G0498666 PROTEIN (PTHR33647:SF12)				
Zm00001eb287060	Protein SHI RELATED SEQUENCE 6	PROTEIN SHI RELATED SEQUENCE 6 (PTHR31604:SF22)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
Zm00001eb066870	OSJNBa0043A12.20-like protein	F12F1.11-RELATED (PTHR31903:SF6)				
Zm00001eb156540	DUF599 family protein	OS01G0683700 PROTEIN (PTHR31168:SF19)				
Zm00001eb287520	Cyclin-U3-1	PROTEIN CNPPD1 (PTHR15615:SF108)		protein kinase binding(GO:0019901)	cell division(GO:0051301)	
Zm00001eb177950	Uncharacterized protein	BIS(5'-ADENOSYL)-TRIPHOSPHATASE (PTHR10151:SF120)	hydrolase(PC00121)	hydrolase activity(GO:0016787)		
Zm00001eb427810	Glutamate dehydrogenase	NAD-SPECIFIC GLUTAMATE DEHYDROGENASE (PTHR11606:SF24)	dehydrogenase(PC00092)	"nucleotide binding(GO:0000166);glutamate dehydrogenase (NAD+) activity(GO:0004352);glutamate dehydrogenase [NAD(P)+] activity(GO:0004353);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor(GO:0016639)"	amino acid metabolic process(GO:0006520);L-glutamate catabolic process(GO:0006538);cellular response to nitrogen starvation(GO:0006995);response to cold(GO:0009409);response to salt stress(GO:0009651);response to alkaline pH(GO:0010446)	mitochondrion(GO:0005739)
Zm00001eb162420	F-box protein SKIP8	F-BOX PROTEIN SKIP8 (PTHR47124:SF1)				
Zm00001eb215300	E3 ubiquitin-protein ligase HOS1	E3 UBIQUITIN-PROTEIN LIGASE HOS1 (PTHR47358:SF2)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);ligase activity(GO:0016874)	protein ubiquitination(GO:0016567);negative regulation of DNA-templated transcription(GO:0045892)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb040710	Uncharacterized protein					
Zm00001eb066980	SKP1-like protein 4	OS01G0553400 PROTEIN (PTHR34145:SF48)				
Zm00001eb225300	Uncharacterized protein					
Zm00001eb344090	Uncharacterized protein					
Zm00001eb286990	Protein kinase domain-containing protein	OS05G0387700 PROTEIN (PTHR27001:SF764)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	plasma membrane(GO:0005886)
Zm00001eb357060	Uncharacterized protein					
Zm00001eb397250	Ypt_Rab-GAP domain of gyp1p superfamily protein	YPT_RAB-GAP DOMAIN OF GYP1P SUPERFAMILY PROTEIN (PTHR22957:SF544)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096)		cytoplasm(GO:0005737)
Zm00001eb214550	UDP-glycosyltransferase 83A1	UDP-GLYCOSYLTRANSFERASE 83A1 (PTHR48045:SF21)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740)		
Zm00001eb369970	Uncharacterized protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27006:SF574)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to stress(GO:0006950)	membrane(GO:0016020)
Zm00001eb151280	NAD(P)H dehydrogenase (quinone)	NAD(P)H DEHYDROGENASE (QUINONE) (PTHR30546:SF56)	oxidoreductase(PC00176)			
Zm00001eb057030	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS03G0746400 PROTEIN (PTHR47933:SF26)		RNA binding(GO:0003723);mRNA binding(GO:0003729)		mitochondrion(GO:0005739)
Zm00001eb317400	PAZ domain-containing protein			RNA binding(GO:0003723)		
Zm00001eb162950	Uncharacterized protein	OS01G0531000 PROTEIN (PTHR36072:SF2)			RNA processing(GO:0006396)	
Zm00001eb069150	Epidermal patterning factor-like protein	PROTEIN EPIDERMAL PATTERNING FACTOR 1 (PTHR33109:SF41)			guard cell differentiation(GO:0010052);stomatal complex development(GO:0010374)	extracellular region(GO:0005576)
Zm00001eb052770	Uncharacterized protein					
Zm00001eb057270	Protein-lysine N-methyltransferase ZEAMMB73_Zm00001d034019	EEF1A LYSINE METHYLTRANSFERASE 1 (PTHR13200:SF0)		nucleic acid binding(GO:0003676);methyltransferase activity(GO:0008168);protein-lysine N-methyltransferase activity(GO:0016279);transferase activity(GO:0016740)	methylation(GO:0032259)	cytoplasm(GO:0005737)
Zm00001eb162960	3-ketoacyl-CoA synthase	3-KETOACYL-COA SYNTHASE (PTHR31561:SF174)		"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"	fatty acid biosynthetic process(GO:0006633)	membrane(GO:0016020)
Zm00001eb422230	FAD-dependent oxidoreductase 2 FAD binding domain-containing protein			oxidoreductase activity(GO:0016491)		
Zm00001eb214770	Uncharacterized protein	NADP-SPECIFIC GLUTAMATE DEHYDROGENASE (PTHR37244:SF1)	dehydrogenase(PC00092)			
Zm00001eb052610	Uncharacterized protein	KINESIN-LIKE PROTEIN (PTHR47383:SF6)				ER body(GO:0010168)
Zm00001eb294930	ARM repeat superfamily protein	ARM REPEAT SUPERFAMILY PROTEIN (PTHR21567:SF62)	non-motor microtubule binding protein(PC00166)	microtubule binding(GO:0008017)	microtubule cytoskeleton organization(GO:0000226)	cytoplasmic microtubule(GO:0005881)
Zm00001eb286660	VHS domain-containing protein			phosphatidylinositol binding(GO:0035091);ubiquitin binding(GO:0043130)	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043328)	
Zm00001eb065530	Uncharacterized protein					
Zm00001eb427840	Uncharacterized protein	DIHYDRONEOPTERIN ALDOLASE_EPIMERASE DOMAIN-CONTAINING PROTEIN (PTHR34395:SF5)				
Zm00001eb204960	Peroxidase	PEROXIDASE (PTHR31388:SF45)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
Zm00001eb069140	DOG1 domain-containing protein	TRANSCRIPTION FACTOR TGA4 (PTHR45693:SF36)	DNA-binding transcription factor(PC00218)			
Zm00001eb201610	RRM domain-containing protein	OS11G0549537 PROTEIN (PTHR32343:SF19)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb317370	Uncharacterized protein	GPI-ANCHORED ADHESIN-LIKE PROTEIN (PTHR36022:SF1)				
Zm00001eb430420	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF301)	hydrolase(PC00121)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	carbohydrate metabolic process(GO:0005975);plant-type secondary cell wall biogenesis(GO:0009834);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	plant-type cell wall(GO:0009505);apoplast(GO:0048046)
Zm00001eb430920	Protein argonaute 2	PROTEIN ARGONAUTE 2-RELATED (PTHR22891:SF4)	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521)	regulatory ncRNA-mediated gene silencing(GO:0031047)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb287960	Uncharacterized protein					
Zm00001eb344080	Uncharacterized protein					
Zm00001eb374670	Ubiquitin carboxyl-terminal hydrolase	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 23 (PTHR24006:SF663)	cysteine protease(PC00081)	cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);protein deubiquitination(GO:0016579);regulation of protein stability(GO:0031647)	nucleus(GO:0005634);nucleolus(GO:0005730);cytosol(GO:0005829)
Zm00001eb351940	PRA1 family protein	PRENYLATED RAB ACCEPTOR PROTEIN 1 (PTHR19317:SF0)	membrane traffic protein(PC00150)		vesicle-mediated transport(GO:0016192)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb287880	CUE domain-containing protein	GRIP DOMAIN-CONTAINING PROTEIN (PTHR34491:SF158)		ubiquitin binding(GO:0043130)		
Zm00001eb343650	Uncharacterized protein					
Zm00001eb380470	Uncharacterized protein					
Zm00001eb069060	Uncharacterized protein				protein ubiquitination(GO:0016567)	
Zm00001eb189220	Alkaline_neutral invertase	ALKALINE_NEUTRAL INVERTASE (PTHR31916:SF8)		"beta-fructofuranosidase activity(GO:0004564);sucrose alpha-glucosidase activity(GO:0004575);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);endo-alpha-N-acetylgalactosaminidase activity(GO:0033926)"	carbohydrate metabolic process(GO:0005975);sucrose catabolic process(GO:0005987)	
Zm00001eb069210	Micronuclear linker histone polyprotein-like protein	OS04G0636200 PROTEIN (PTHR36143:SF8)				
Zm00001eb369790	DNA repair metallo-beta-lactamase family protein	PROTEIN ARTEMIS (PTHR23240:SF8)	DNA metabolism protein(PC00009)	damaged DNA binding(GO:0003684);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);exonuclease activity(GO:0004527);hydrolase activity(GO:0016787);5'-3' DNA exonuclease activity(GO:0035312)	DNA repair(GO:0006281);double-strand break repair via nonhomologous end joining(GO:0006303);DNA recombination(GO:0006310);DNA damage response(GO:0006974);interstrand cross-link repair(GO:0036297)	nucleus(GO:0005634)
Zm00001eb370010	BHLH transcription factor (Fragment)	OS01G0773800 PROTEIN (PTHR46665:SF7)	basic helix-loop-helix transcription factor(PC00055)	transcription cis-regulatory region binding(GO:0000976);protein dimerization activity(GO:0046983)		nucleus(GO:0005634)
Zm00001eb287530	BTB domain-containing protein	ARM REPEAT PROTEIN INTERACTING WITH ABF2 (PTHR46710:SF1)				
Zm00001eb183810	Glycoside hydrolase family 5 domain-containing protein	CELLULASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_5G14560) (PTHR31263:SF0)		"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	polysaccharide catabolic process(GO:0000272)	
Zm00001eb411080	Putative methyltransferase	"ARGININE-HYDROXYLASE NDUFAF5, MITOCHONDRIAL (PTHR13090:SF1)"		methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	methylation(GO:0032259);mitochondrial respiratory chain complex I assembly(GO:0032981)	mitochondrion(GO:0005739)
Zm00001eb287920	Alpha_beta hydrolase fold-3 domain-containing protein	ALPHA_BETA HYDROLASE FOLD-3 DOMAIN-CONTAINING PROTEIN (PTHR23024:SF463)	deacetylase(PC00087)	hydrolase activity(GO:0016787)		
Zm00001eb151480	Secretory carrier-associated membrane protein	SECRETORY CARRIER-ASSOCIATED MEMBRANE PROTEIN 5 (PTHR10687:SF75)	transfer/carrier protein(PC00219)		protein transport(GO:0015031)	plasma membrane(GO:0005886);membrane(GO:0016020);transport vesicle membrane(GO:0030658);cytoplasmic vesicle(GO:0031410);trans-Golgi network membrane(GO:0032588);recycling endosome membrane(GO:0055038)
Zm00001eb182680	Hexosyltransferase	"BETA-1,3-GALACTOSYLTRANSFERASE 7 (PTHR11214:SF226)"	glycosyltransferase(PC00111)	"transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758);beta-1,3-galactosyltransferase activity(GO:0048531)"		Golgi membrane(GO:0000139);membrane(GO:0016020)
Zm00001eb102070	Cytokinin-O-glucosyltransferase 2			UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740)		
