GeneID,GeneSymbol,Family_Subfamily,Protein_Class,GO_MF,GO_BO,GO_CC
Zm00001eb028390,Phosphatidylinositol:ceramide inositolphosphotransferase 1;100192955;PTN002723747;orthologs,PHOSPHATIDYLINOSITOL:CERAMIDE INOSITOLPHOSPHOTRANSFERASE 1-RELATED (PTHR21290:SF62),,"transferase activity(GO:0016740);phosphotransferase activity, for other substituted phosphate groups(GO:0016780);sphingomyelin synthase activity(GO:0033188);inositol phosphoceramide synthase activity(GO:0045140);ceramide cholinephosphotransferase activity(GO:0047493)",lipid metabolic process(GO:0006629);sphingolipid metabolic process(GO:0006665);ceramide biosynthetic process(GO:0046513),Golgi membrane(GO:0000139);endoplasmic reticulum membrane(GO:0005789);trans-Golgi network(GO:0005802);plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb142170,PsbP domain-containing protein 7 chloroplastic;ZEAMMB73_Zm00001d042211;PTN002833358;orthologs,"PSBP DOMAIN-CONTAINING PROTEIN 7, CHLOROPLASTIC (PTHR31407:SF16)",,calcium ion binding(GO:0005509),photosynthesis(GO:0015979);photosystem I assembly(GO:0048564),photosystem II(GO:0009523);chloroplast thylakoid membrane(GO:0009535);photosystem II oxygen evolving complex(GO:0009654);extrinsic component of membrane(GO:0019898)
Zm00001eb104820,Protein argonaute 1;103647664;PTN002739965;orthologs,PROTEIN ARGONAUTE 18 (PTHR22891:SF184),translation initiation factor(PC00224),nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521),regulatory ncRNA-mediated gene silencing(GO:0031047),nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb062660,Dof zinc finger protein;ZEAMMB73_Zm00001d034653;PTN002842280;orthologs,DOF ZINC FINGER PROTEIN (PTHR31992:SF361),,DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb234510,Uncharacterized protein;ZEAMMB73_Zm00001d015586;PTN002862699;orthologs,"UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMATE-2, 6-DIAMINOPIMELATE LIGASE (PTHR36387:SF2)",ligase(PC00142),,,
Zm00001eb373830,Myb_SANT-like domain-containing protein;unassigned;PTN009204775;orthologs,MYB_SANT-LIKE DOMAIN-CONTAINING PROTEIN (PTHR46934:SF13),,,,
Zm00001eb298450,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb351120,Ran-binding protein 1;100282282;PTN002751346;orthologs,OS05G0350600 PROTEIN (PTHR23138:SF167),scaffold/adaptor protein(PC00226),,nucleocytoplasmic transport(GO:0006913);protein transport(GO:0015031);mRNA transport(GO:0051028);nuclear export(GO:0051168),nuclear pore(GO:0005643)
Zm00001eb416950,Polycomb group protein FIE2;FIE2;PTN002567288;orthologs,POLYCOMB PROTEIN EED (PTHR10253:SF5),"chromatin/chromatin-binding, or -regulatory protein(PC00077)",nucleosome binding(GO:0031491),negative regulation of transcription by RNA polymerase II(GO:0000122);chromatin organization(GO:0006325);endosperm development(GO:0009960);heterochromatin formation(GO:0031507),nucleus(GO:0005634);PcG protein complex(GO:0031519);ESC/E(Z) complex(GO:0035098)
Zm00001eb032670,BHLH transcription factor;100382434;PTN002841321;orthologs,OS12G0632600 PROTEIN (PTHR45959:SF57),basic helix-loop-helix transcription factor(PC00055),protein dimerization activity(GO:0046983),,
Zm00001eb256810,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb157620,GATA transcription factor 19;103651395;PTN002929741;orthologs,GATA-TYPE ZINC FINGER TRANSCRIPTION FACTOR-LIKE (PTHR46813:SF15),DNA-binding transcription factor(PC00218),transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872),regulation of DNA-templated transcription(GO:0006355);flower development(GO:0009908),nucleus(GO:0005634)
Zm00001eb122480,Major facilitator superfamily (MFS) profile domain-containing protein;unassigned;;orthologs,,,carbohydrate transmembrane transporter activity(GO:0015144);transmembrane transporter activity(GO:0022857),carbohydrate transmembrane transport(GO:0034219);transmembrane transport(GO:0055085),membrane(GO:0016020)
Zm00001eb306800,Potassium transporter;HAK18;PTN002825931;orthologs,POTASSIUM TRANSPORTER 18 (PTHR30540:SF31),transporter(PC00227),potassium ion transmembrane transporter activity(GO:0015079),monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805),membrane(GO:0016020)
Zm00001eb034530,Calcium-binding EF hand family protein;ZEAMMB73_Zm00001d031396;PTN005055603;orthologs,OS09G0482800 PROTEIN (PTHR34574:SF10),calmodulin-related(PC00061),calcium ion binding(GO:0005509),,
Zm00001eb188540,RING-box protein 1a;100192928;PTN008963142;orthologs,RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR11210:SF51),ubiquitin-protein ligase(PC00234),zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630);cullin family protein binding(GO:0097602),ubiquitin-dependent protein catabolic process(GO:0006511);jasmonic acid mediated signaling pathway(GO:0009867);protein ubiquitination(GO:0016567),nucleus(GO:0005634);cytoplasm(GO:0005737);cullin-RING ubiquitin ligase complex(GO:0031461)
Zm00001eb398660,Clp R domain-containing protein;100274511;PTN009205501;orthologs,"ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPT1, CHLOROPLASTIC (PTHR47016:SF1)",protease(PC00190),,,
Zm00001eb431470,Putative SNF2-domain_RING finger domain_helicase domain protein;103642087;PTN002899309;orthologs,OS04G0629300 PROTEIN (PTHR45626:SF3),,"nucleotide binding(GO:0000166);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on DNA(GO:0008094);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)",DNA repair(GO:0006281),nucleus(GO:0005634)
Zm00001eb283220,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb113730,Lung seven transmembrane receptor family protein;101027218;PTN002722810;orthologs,GH17801P (PTHR21229:SF1),G-protein coupled receptor(PC00021),,protein localization to plasma membrane(GO:0072659);positive regulation of cellulose biosynthetic process(GO:2001008),Golgi apparatus(GO:0005794);trans-Golgi network(GO:0005802);membrane(GO:0016020)
Zm00001eb138870,Association with the SNF1 complex (ASC) domain-containing protein;unassigned;PTN009196662;orthologs,OS07G0687300 PROTEIN (PTHR46316:SF3),kinase modulator(PC00140),,,chloroplast(GO:0009507)
Zm00001eb148770,AT hook motif family protein;100856949;PTN009161460;orthologs,OS01G0835600 PROTEIN (PTHR37384:SF1),,DNA binding(GO:0003677),,
Zm00001eb171400,Autophagy-related protein;ATG8C_1;PTN008957626;orthologs,AUTOPHAGY-RELATED PROTEIN 8C (PTHR10969:SF90),non-motor microtubule binding protein(PC00166),,,
Zm00001eb149190,F-box protein;unassigned;PTN009115577;orthologs,"F-BOX DOMAIN CONTAINING PROTEIN, EXPRESSED (PTHR31215:SF25)",,,,
Zm00001eb289210,Pi starvation-induced protein;ZEAMMB73_Zm00001d038327;PTN008491291;orthologs,"PROTEINASE INHIBITOR, PROPEPTIDE (PTHR48222:SF4)",,endopeptidase inhibitor activity(GO:0004866),,
Zm00001eb030310,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb109440,Uncharacterized protein;100501175;PTN009147499;orthologs,OS07G0618700 PROTEIN (PTHR33676:SF11),,,response to cold(GO:0009409);regulation of circadian rhythm(GO:0042752),
Zm00001eb301620,DNA (cytosine-5)-methyltransferase;ZEAMMB73_Zm00001d018976;PTN008949481;orthologs,DNA (CYTOSINE-5)-METHYLTRANSFERASE 1 (PTHR10629:SF52),DNA methyltransferase(PC00013),DNA binding(GO:0003677);chromatin binding(GO:0003682);DNA (cytosine-5-)-methyltransferase activity(GO:0003886);methyltransferase activity(GO:0008168);transferase activity(GO:0016740),"DNA methylation-dependent constitutive heterochromatin formation(GO:0006346);methylation(GO:0032259);negative regulation of gene expression via chromosomal CpG island methylation(GO:0044027);negative regulation of gene expression, epigenetic(GO:0045814)",nucleus(GO:0005634)
Zm00001eb095060,Uncharacterized protein;103647212;PTN002849307;orthologs,OS07G0230600 PROTEIN (PTHR33257:SF21),,,,
Zm00001eb161350,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb288670,Patellin-1;100192106;PTN002914572;orthologs,OS05G0429400 PROTEIN (PTHR45932:SF1),,lipid binding(GO:0008289),cell division(GO:0051301),cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb418590,Uncharacterized protein;103641414;;orthologs,,,,,
Zm00001eb044760,Endosomal targeting BRO1-like domain-containing protein;100383198;PTN002745350;orthologs,TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 23 (PTHR23030:SF30),membrane traffic protein(PC00150),,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043328),cytoplasm(GO:0005737);endosome(GO:0005768)
Zm00001eb047920,Short integuments 2 mitochondrial;ZEAMMB73_Zm00001d032944;PTN002909193;orthologs,MITOCHONDRIAL RIBOSOME-ASSOCIATED GTPASE 1 (PTHR45782:SF4),,nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525);hydrolase activity(GO:0016787),cytokinesis by cell plate formation(GO:0000911);plant ovule development(GO:0048481);regulation of mitochondrial translation(GO:0070129);mitochondrial large ribosomal subunit assembly(GO:1902775),mitochondrion(GO:0005739)
Zm00001eb165270,ATP-dependent DNA helicase;103652713;PTN002672460;orthologs,RECQ-LIKE DNA HELICASE BLM (PTHR13710:SF153),DNA helicase(PC00011),nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);DNA binding(GO:0003677);helicase activity(GO:0004386);ATP binding(GO:0005524);four-way junction helicase activity(GO:0009378);hydrolase activity(GO:0016787);isomerase activity(GO:0016853);3'-5' DNA helicase activity(GO:0043138);metal ion binding(GO:0046872),double-strand break repair via homologous recombination(GO:0000724);DNA replication(GO:0006260);DNA recombination(GO:0006310),nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737)
Zm00001eb208310,Cold shock protein 2;100857032;PTN002926844;orthologs,COLD SHOCK DOMAIN-CONTAINING PROTEIN 4 (PTHR46565:SF20),,nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);metal ion binding(GO:0046872),response to cold(GO:0009409),
Zm00001eb077300,RmlC-like cupins superfamily protein;103646215;PTN002849449;orthologs,OS04G0509400 PROTEIN (PTHR33271:SF36),,,,
Zm00001eb126220,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb015520,Phospholipid-transporting ATPase;unassigned;;orthologs,,,nucleotide binding(GO:0000166);magnesium ion binding(GO:0000287);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872);ATPase-coupled intramembrane lipid transporter activity(GO:0140326),phospholipid transport(GO:0015914);lipid translocation(GO:0034204),membrane(GO:0016020)
Zm00001eb337240,Uncharacterized protein;ZEAMMB73_Zm00001d008789;PTN002834605;orthologs,EPHRIN TYPE-B RECEPTOR (PTHR31513:SF1),transmembrane signal receptor(PC00197),,,
Zm00001eb412000,Uncharacterized protein;100278328;PTN002858015;orthologs,EPHRIN-A3 PROTEIN (PTHR34774:SF1),,,,
Zm00001eb429100,Amino acid transporter transmembrane domain-containing protein;100284222;PTN002741993;orthologs,AMINO ACID TRANSPORTER AVT3A (PTHR22950:SF674),amino acid transporter(PC00046),,,
Zm00001eb079740,Bowman-Birk serine protease inhibitors family domain-containing protein;100284348;PTN009146141;orthologs,BOWMAN-BIRK SERINE PROTEASE INHIBITORS FAMILY DOMAIN-CONTAINING PROTEIN (PTHR33479:SF7),,serine-type endopeptidase inhibitor activity(GO:0004867);peptidase inhibitor activity(GO:0030414),,extracellular region(GO:0005576)
Zm00001eb206780,Uncharacterized protein;103654874;PTN002848579;orthologs,OS02G0182850 PROTEIN (PTHR33168:SF98),,,,
Zm00001eb377740,Poly(A)-specific ribonuclease;unassigned;PTN008953925;orthologs,POLY(A)-SPECIFIC RIBONUCLEASE (PTHR10797:SF82),mRNA polyadenylation factor(PC00146),nucleic acid binding(GO:0003676);poly(A)-specific ribonuclease activity(GO:0004535),"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay(GO:0000288)",P-body(GO:0000932);CCR4-NOT complex(GO:0030014);CCR4-NOT core complex(GO:0030015)
Zm00001eb190600,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb234030,Protein RRC1;103626713;PTN009063076;orthologs,U2 SNRNP-ASSOCIATED SURP MOTIF-CONTAINING PROTEIN (PTHR23140:SF0),RNA processing factor(PC00147),nucleic acid binding(GO:0003676);RNA binding(GO:0003723),RNA processing(GO:0006396);mRNA processing(GO:0006397),nucleus(GO:0005634)
Zm00001eb432400,Auxin-responsive protein;103642136;;orthologs,,,,regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734),nucleus(GO:0005634)
Zm00001eb061520,Elongation factor P;100282703;PTN009109933;orthologs,TRANSLATION ELONGATION FACTOR KOW-LIKE DOMAIN-CONTAINING PROTEIN (PTHR30053:SF14),translation elongation factor(PC00222),translation elongation factor activity(GO:0003746),translation(GO:0006412);translational elongation(GO:0006414);peptide biosynthetic process(GO:0043043),cytoplasm(GO:0005737);cytosol(GO:0005829)
Zm00001eb288520,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb036060,Asparagine synthetase domain-containing protein;unassigned;;orthologs,,,nucleotide binding(GO:0000166);asparagine synthase (glutamine-hydrolyzing) activity(GO:0004066);ATP binding(GO:0005524),,
Zm00001eb003190,DUF3527 domain protein;100278544;PTN002832982;orthologs,EXPRESSED PROTEIN (PTHR31390:SF2),,,,
Zm00001eb244400,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb270720,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb307070,Kinesin-like protein KIN-4A;ZEAMMB73_Zm00001d019670;PTN002790706;orthologs,CHROMOSOME-ASSOCIATED KINESIN KIF4A-RELATED (PTHR47969:SF15),microtubule binding motor protein(PC00156),nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);sequence-specific DNA binding(GO:0043565),microtubule-based movement(GO:0007018);mitotic spindle organization(GO:0007052);plant-type cell wall biogenesis(GO:0009832);regulation of gibberellic acid mediated signaling pathway(GO:0009937);cellulose microfibril organization(GO:0010215);regulation of cell population proliferation(GO:0042127);positive regulation of DNA-templated transcription(GO:0045893);spindle elongation(GO:0051231);cell wall organization(GO:0071555),nucleus(GO:0005634);cytoplasm(GO:0005737);cytoskeleton(GO:0005856);microtubule(GO:0005874);microtubule associated complex(GO:0005875)
Zm00001eb165190,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb399150,Peptidyl-prolyl cis-trans isomerase;unassigned;;orthologs,,,peptidyl-prolyl cis-trans isomerase activity(GO:0003755);isomerase activity(GO:0016853),,
Zm00001eb257390,Uncharacterized protein;unassigned;PTN009055387;orthologs,OS06G0159400 PROTEIN (PTHR22904:SF537),,Hsp90 protein binding(GO:0051879),,
Zm00001eb430720,36.4 kDa proline-rich protein;100286034;PTN002838106;orthologs,OS04G0612500 PROTEIN (PTHR31731:SF62),,,,
Zm00001eb162730,Aquaporin SIP1-1;unassigned;PTN009202405;orthologs,AQUAPORIN SIP1-1 (PTHR46739:SF8),,water channel activity(GO:0015250),generation of catalytic spliceosome for second transesterification step(GO:0000350);water transport(GO:0006833),nucleus(GO:0005634);membrane(GO:0016020)
Zm00001eb414380,SBP-type domain-containing protein;unassigned;;orthologs,,,DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872),,nucleus(GO:0005634)
Zm00001eb365680,Formin-like protein;ZEAMMB73_Zm00001d012158;PTN002755203;orthologs,HISTONE H3-K79 METHYLTRANSFERASE (PTHR23213:SF368),,actin binding(GO:0003779);actin filament binding(GO:0051015),actin cytoskeleton organization(GO:0030036);actin nucleation(GO:0045010),cytoskeleton(GO:0005856);membrane(GO:0016020)
Zm00001eb019190,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb102690,LRR receptor-like serine_threonine-protein kinase GSO1;103647581;PTN009092466;orthologs,CALCIUM-DEPENDENT PROTEIN KINASE 22 (PTHR24349:SF127),non-receptor serine/threonine protein kinase(PC00167),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872),intracellular signal transduction(GO:0035556),nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb165440,Anaphase-promoting complex subunit 4-like WD40 domain-containing protein;100192788;PTN002891062;orthologs,SUPERKILLER COMPLEX PROTEIN 8 (PTHR44090:SF1),,,negative regulation of flower development(GO:0009910);post-transcriptional gene silencing(GO:0016441);positive regulation of wax biosynthetic process(GO:1904278),nucleus(GO:0005634);Cdc73/Paf1 complex(GO:0016593);protein-containing complex(GO:0032991);Cul4-RING E3 ubiquitin ligase complex(GO:0080008)
Zm00001eb406400,CAAX amino terminal protease family protein;unassigned;PTN009171077;orthologs,CAAX AMINO TERMINAL PROTEASE FAMILY PROTEIN (PTHR43592:SF7),metalloprotease(PC00153),endopeptidase activity(GO:0004175),CAAX-box protein maturation(GO:0080120),
Zm00001eb119590,G-type lectin S-receptor-like serine_threonine-protein kinase;unassigned;PTN009218727;orthologs,RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47976:SF116),transmembrane signal receptor(PC00197),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524),recognition of pollen(GO:0048544),membrane(GO:0016020)
Zm00001eb165630,Glycosyltransferase;100281070;PTN002630203;orthologs,GLYCOSYLTRANSFERASE (PTHR48047:SF58),glycosyltransferase(PC00111),UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);UDP-glucosyltransferase activity(GO:0035251),,
Zm00001eb214120,Thylakoidal processing peptidase 1 chloroplastic;ZEAMMB73_Zm00001d013195;PTN002880580;orthologs,OS03G0765200 PROTEIN (PTHR43390:SF5),serine protease(PC00203),"serine-type endopeptidase activity(GO:0004252);serine-type peptidase activity(GO:0008236);signal peptidase activity(GO:0009003);hydrolase activity(GO:0016787);catalytic activity, acting on a protein(GO:0140096)",signal peptide processing(GO:0006465);proteolysis(GO:0006508);thylakoid membrane organization(GO:0010027);protein maturation(GO:0051604),chloroplast(GO:0009507);chloroplast thylakoid(GO:0009534);chloroplast thylakoid membrane(GO:0009535);membrane(GO:0016020)
Zm00001eb280450,NAD(P)-binding domain-containing protein;unassigned;PTN009170933;orthologs,OS06G0187200 PROTEIN (PTHR43574:SF17),epimerase/racemase(PC00096),isomerase activity(GO:0016853);UDP-glucuronate 4-epimerase activity(GO:0050378),galacturonate biosynthetic process(GO:0033481),
